precinct,registered,ballots_cast,blank
bexar:1001,794,,
bexar:1003,2263,,
bexar:1008,1934,,
bexar:1098,913,,
bexar:2001,954,,
bexar:2002,1245,,
bexar:2003,2161,,
bexar:2004,2984,,
bexar:2005,951,,
bexar:2007,1726,,
bexar:2008,1117,,
bexar:2018,1147,,
bexar:2029,1315,,
bexar:2031,1694,,
bexar:2032,538,,
bexar:2033,1423,,
bexar:2034,1628,,
bexar:2035,1391,,
bexar:2036,1562,,
bexar:2039,1410,,
bexar:2051,728,,
bexar:2052,1023,,
bexar:2053,1281,,
bexar:2054,2002,,
bexar:2055,1920,,
bexar:2067,269,,
bexar:2070,2152,,
bexar:2071,904,,
bexar:2075,1142,,
bexar:2079,717,,
bexar:2104,283,,
bexar:2105,610,,
bexar:2117,670,,
bexar:2152,687,,
bexar:3159,2614,,
bexar:3204,0,,
bexar:3205,1,,
bexar:3206,184,,
bexar:3207,4,,
bexar:3208,95,,
bexar:4001,3196,,
bexar:4005,1866,,
bexar:4006,708,,
bexar:4009,1102,,
bexar:4010,1526,,
bexar:4015,1845,,
bexar:4017,2378,,
bexar:4018,1056,,
bexar:4021,1178,,
bexar:4035,32,,
bexar:4040,1255,,
bexar:4042,210,,
bexar:4043,3125,,
bexar:4044,1454,,
bexar:4045,2549,,
bexar:4047,2948,,
bexar:4049,2649,,
bexar:4053,2269,,
bexar:4054,3922,,
bexar:4060,2094,,
bexar:4061,2747,,
bexar:4063,1136,,
bexar:4064,2425,,
bexar:4065,4512,,
bexar:4066,3461,,
bexar:4067,2059,,
bexar:4068,673,,
bexar:4076,3676,,
bexar:4080,2412,,
bexar:4082,2088,,
bexar:4083,871,,
bexar:4087,2227,,
bexar:4088,4054,,
bexar:4091,1062,,
bexar:4093,2784,,
bexar:4096,2823,,
bexar:4097,2255,,
bexar:4099,1343,,
bexar:4100,962,,
bexar:4102,1021,,
bexar:4105,2027,,
bexar:4106,617,,
bexar:4107,1218,,
bexar:4109,1386,,
bexar:4110,1236,,
bexar:4111,464,,
bexar:4114,84,,
bexar:4119,666,,
bexar:4120,239,,
bexar:4122,73,,
bexar:4123,149,,
bexar:4125,105,,
bexar:4128,153,,
bexar:4131,410,,
bexar:4132,2524,,
bexar:4134,6,,
bexar:4135,0,,
bexar:4138,0,,
bexar:4139,1,,
bexar:4140,0,,
bexar:4142,828,,
bexar:4143,4657,,
bexar:4145,9,,
bexar:4146,44,,
bexar:4148,156,,
bexar:4149,564,,
bexar:4150,1875,,
bexar:4152,2190,,
bexar:4154,761,,
bexar:4155,2425,,
bexar:4156,1173,,
bexar:4157,1792,,
bexar:4158,564,,
bexar:4160,2095,,
bexar:4161,757,,
bexar:4163,2254,,
bexar:4166,365,,
bexar:4168,2562,,
bexar:4175,0,,
bexar:4178,3,,
bexar:4181,3,,
bexar:4182,0,,
bexar:4183,84,,
bexar:4184,28,,
bexar:4185,1,,
bexar:4186,93,,
bexar:4189,998,,
bexar:4190,6,,
bexar:4191,3,,
bexar:4192,0,,
bexar:4193,85,,
bexar:4195,0,,
bexar:4196,0,,
bexar:4197,4,,
bexar:4198,1801,,
bexar:4199,1436,,
bexar:4203,365,,
bexar:4205,143,,
bexar:4211,36,,
bexar:4213,28,,
comal:201,5353,,
comal:302,5326,,
comal:304,5150,,
comal:306,2695,,
hays:110,2302,,
hays:111,335,,
hays:112,2588,,
hays:113,1373,,
hays:114,1892,,
hays:115,2199,,
hays:120,1513,,
hays:121,2485,,
hays:122,1284,,
hays:123,1437,,
hays:125,3419,,
hays:126,3337,,
hays:127,1078,,
hays:128,2917,,
hays:129,2632,,
hays:130,3192,,
hays:220,3037,,
hays:221,2678,,
hays:223,2789,,
hays:227,3179,,
hays:228,3803,,
hays:229,2569,,
hays:231,3264,,
hays:233,1315,,
hays:234,1346,,
hays:301,0,,
hays:316,1846,,
hays:317,504,,
hays:318,135,,
hays:330,1923,,
hays:334,3782,,
hays:340,2127,,
hays:413,1463,,
hays:414,1898,,
hays:415,3055,,
hays:416,195,,
hays:418,5,,
